source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
シラ,Scylla,en-US,ja-JP,202331,轻巡,Light Cruiser,皇家,Royal Navy,,,斯库拉,,
シリアス,Sirius,en-US,ja-JP,202201,轻巡,Light Cruiser,皇家,Royal Navy,,,天狼星,,
シーシュース,Theseus,en-US,ja-JP,206081,轻航,Light Carrier,皇家,Royal Navy,,,忒修斯,,
ジェンキンス,Jenkins,en-US,ja-JP,101301,驱逐,Destroyer,白鹰,Eagle Union,,,杰金斯,,
ジェーナス,Janus,en-US,ja-JP,201351,驱逐,Destroyer,皇家,Royal Navy,,,雅努斯,,
ジャベリン,Javelin,en-US,ja-JP,201211,驱逐,Destroyer,皇家,Royal Navy,,,标枪,,
ジャマイカ,Jamaica,en-US,ja-JP,202171,轻巡,Light Cruiser,皇家,Royal Navy,,,牙买加,,
ジャンヌ・ダルク,Jeanne d'Arc,en-US,ja-JP,802021,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,圣女贞德,,
ジャン・バール,Jean Bart,en-US,ja-JP,905011,战列,Battleship,维希教廷,Vichya Dominion,,,让·巴尔,简·布罗伊,
ジャージー,Jersey,en-US,ja-JP,201251,驱逐,Destroyer,皇家,Royal Navy,,,泽西,,
ジャーヴィス,Jervis,en-US,ja-JP,201341,驱逐,Destroyer,皇家,Royal Navy,,,贾维斯,,
ジュゼッペ・ガリバルディ,Giuseppe Garibaldi,en-US,ja-JP,602021,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,朱塞佩·加里波第,,
ジュノー,Juneau,en-US,ja-JP,102071,轻巡,Light Cruiser,白鹰,Eagle Union,,,朱诺,,Juneau [白鹰 轻巡] | Juno [皇家 驱逐]
ジュノー,Juno,en-US,ja-JP,201221,驱逐,Destroyer,皇家,Royal Navy,,,天后,,Juneau [白鹰 轻巡] | Juno [皇家 驱逐]
ジュピター,Jupiter,en-US,ja-JP,201241,驱逐,Destroyer,皇家,Royal Navy,,,丘比特,,
ジュリオ・チェザーレ,Giulio Cesare,en-US,ja-JP,605061,战列,Battleship,撒丁帝国,Sardegna Empire,,,朱利奥·凯撒,,
ジョズエ・カルドゥッチ,Giosuè Carducci,en-US,ja-JP,601111,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,焦苏埃·卡尔杜齐,,
ジョッフル,Joffre,en-US,ja-JP,907011,正航,Aircraft Carrier,维希教廷,Vichya Dominion,,,霞飞,,
ジョージア,Georgia,en-US,ja-JP,199021,战列,Battleship,白鹰,Eagle Union,,,佐治亚,,
スウィフトシュア,Swiftsure,en-US,ja-JP,202231,轻巡,Light Cruiser,皇家,Royal Navy,,,确捷,,
スタンリー,Stanly,en-US,ja-JP,101411,驱逐,Destroyer,白鹰,Eagle Union,,,斯坦利,,
ステフェン・ポッター,Stephen Potter,en-US,ja-JP,101461,驱逐,Destroyer,白鹰,Eagle Union,,,史蒂芬·波特,,
ストラスブール,Strasbourg,en-US,ja-JP,900446,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,斯特拉斯堡,,
ストレミテルヌイ,Stremitelny,en-US,ja-JP,701061,驱逐,Destroyer,北方联合,Northern Parliament,,,神速,,
スペンス,Spence,en-US,ja-JP,101151,驱逐,Destroyer,白鹰,Eagle Union,,,斯彭斯,,
スモーリー,Smalley,en-US,ja-JP,101421,驱逐,Destroyer,白鹰,Eagle Union,,,斯莫利,,
スヴィレピイ,Svirepy,en-US,ja-JP,701121,驱逐,Destroyer,北方联合,Northern Parliament,,,凶猛,,
セリ・グロース,Serri Glaus,en-US,ja-JP,10900051,正航,Aircraft Carrier,联动阵营,Collab,,,赛莉·古劳斯,,
セントルイス,St. Louis,en-US,ja-JP,102131,轻巡,Light Cruiser,白鹰,Eagle Union,,,圣路易斯,,
セントー,Centaur,en-US,ja-JP,206041,轻航,Light Carrier,皇家,Royal Navy,,,半人马,,
セヴァストポリ,Sevastopol,en-US,ja-JP,705071,战列,Battleship,北方联合,Northern Parliament,,,塞瓦斯托波尔,,
ソオブラジーテリヌイ,Soobrazitelny,en-US,ja-JP,701091,驱逐,Destroyer,北方联合,Northern Parliament,,,灵敏,,
ソビエツカヤ・ベラルーシア,Sovetskaya Belorussiya,en-US,ja-JP,705041,战列,Battleship,北方联合,Northern Parliament,,,苏维埃贝拉罗斯,,
ソビエツカヤ・ロシア,Sovetskaya Rossiya,en-US,ja-JP,705051,战列,Battleship,北方联合,Northern Parliament,,,苏维埃罗西亚,,
ソビエツキー・ソユーズ,Sovetsky Soyuz,en-US,ja-JP,705021,战列,Battleship,北方联合,Northern Parliament,,,苏维埃同盟,苏维埃萨尤斯,
ソルトレイクシティ,Salt Lake City,en-US,ja-JP,103021,重巡,Heavy Cruiser,白鹰,Eagle Union,,,盐湖城,,
タイコンデロガ,Ticonderoga,en-US,ja-JP,107141,正航,Aircraft Carrier,白鹰,Eagle Union,,,提康德罗加,卡莉永,
タシュケント,Tashkent,en-US,ja-JP,701041,驱逐,Destroyer,北方联合,Northern Parliament,,,塔什干,,
タシュケント(μ兵装),Tashkent μ,en-US,ja-JP,701051,驱逐,Destroyer,北方联合,Northern Parliament,μ兵装,,塔什干(μ兵装),,
タリン,Tallinn,en-US,ja-JP,703011,重巡,Heavy Cruiser,北方联合,Northern Parliament,,,塔林,,
タルテュ,Tartu,en-US,ja-JP,901021,驱逐,Destroyer,维希教廷,Vichya Dominion,,,塔尔图,,
ダイドー,Dido,en-US,ja-JP,202041,轻巡,Light Cruiser,皇家,Royal Navy,,,黛朵,,
ダイドー(μ兵装),Dido μ,en-US,ja-JP,202281,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装,,黛朵(μ兵装),,
ダウンズ,Downes,en-US,ja-JP,101041,驱逐,Destroyer,白鹰,Eagle Union,,,唐斯,,
ダンケルク,Dunkerque,en-US,ja-JP,904011,战巡,Battlecruiser,维希教廷,Vichya Dominion,,,敦刻尔克,,
ダンケルク(META),Dunkerque META,en-US,ja-JP,9704061,战巡,Battlecruiser,META,META,META,,敦刻尔克·META,,
チェイサー,Chaser,en-US,ja-JP,206051,轻航,Light Carrier,皇家,Royal Navy,,,追赶者,,
チェシャー,Cheshire,en-US,ja-JP,299031,重巡,Heavy Cruiser,皇家,Royal Navy,,,柴郡,,
チカロフ,Chkalov,en-US,ja-JP,799011,正航,Aircraft Carrier,北方联合,Northern Parliament,,,契卡洛夫,,
チャパエフ,Chapayev,en-US,ja-JP,702031,轻巡,Light Cruiser,北方联合,Northern Parliament,,,恰巴耶夫,,
チャールズ・オースバーン,Charles Ausburne,en-US,ja-JP,101111,驱逐,Destroyer,白鹰,Eagle Union,,,查尔斯·奥斯本,,
ツェッペリンちゃん,Zeppy,en-US,ja-JP,407021,正航,Aircraft Carrier,铁血,Iron Blood,,,小齐柏林,小海拉,
ティルピッツ,Tirpitz,en-US,ja-JP,405021,战列,Battleship,铁血,Iron Blood,,,提尔比茨,阿尔芙莉达,
テネシー,Tennessee,en-US,ja-JP,105071,战列,Battleship,白鹰,Eagle Union,,,田纳西,,
テューリンゲン,Thüringen,en-US,ja-JP,405041,战列,Battleship,铁血,Iron Blood,,,图林根,特鲁德,
テラー,Terror,en-US,ja-JP,213021,重炮,Monitor,皇家,Royal Navy,,,恐怖,,
デイス,Dace,en-US,ja-JP,108011,潜艇,Submarine,白鹰,Eagle Union,,,鲦鱼,,
デュイスブルク,Duisburg,en-US,ja-JP,402111,轻巡,Light Cruiser,铁血,Iron Blood,,,杜伊斯堡,多琳妮娅,
デュケーヌ,Duquesne,en-US,ja-JP,803031,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,迪凯纳,,
デュゲイ・トルーアン,Duguay-Trouin,en-US,ja-JP,802041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,迪盖·特鲁因,,
デュプレクス,Dupleix,en-US,ja-JP,900445,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,迪普莱克斯,,
デューイ,Dewey,en-US,ja-JP,101021,驱逐,Destroyer,白鹰,Eagle Union,,,杜威,,
デューイ(META),Dewey META,en-US,ja-JP,9701101,驱逐,Destroyer,META,META,META,,杜威·META,,
デューク・オブ・ヨーク,Duke of York,en-US,ja-JP,205071,战列,Battleship,皇家,Royal Navy,,,约克公爵,,
デンバー,Denver,en-US,ja-JP,102151,轻巡,Light Cruiser,白鹰,Eagle Union,,,丹佛,,
デヴォンシャー,Devonshire,en-US,ja-JP,203131,重巡,Heavy Cruiser,皇家,Royal Navy,,,德文郡,,
トラファルガー,Trafalgar,en-US,ja-JP,201381,驱逐,Destroyer,皇家,Royal Navy,,,特拉法尔加,,
トリエステ,Trieste,en-US,ja-JP,603041,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,的里雅斯特,,
トリチェリ,Torricelli,en-US,ja-JP,608011,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,托里拆利,,
トリニダード,Trinidad,en-US,ja-JP,202361,轻巡,Light Cruiser,皇家,Royal Navy,,,特立尼达,,
トレント,Trento,en-US,ja-JP,603011,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,特伦托,,
ドイッチュラント,Deutschland,en-US,ja-JP,403041,重巡,Heavy Cruiser,铁血,Iron Blood,,,德意志,亚勒玛妮亚,
ドゥーカ・デッリ・アブルッツィ,Duca degli Abruzzi,en-US,ja-JP,602011,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,阿布鲁齐公爵,,
ドミートリィ・ドンスコイ,Dmitri Donskoi,en-US,ja-JP,799031,轻巡,Light Cruiser,北方联合,Northern Parliament,,,迪米特里·顿斯科伊,,
ドルフィン,Dolphin,en-US,ja-JP,9600111,风帆,Sailing Frigate,飓风船团,Tempesta,,,海豚号,,
ドレイク,Drake,en-US,ja-JP,299041,重巡,Heavy Cruiser,皇家,Royal Navy,,,德雷克,,
ドーセットシャー,Dorsetshire,en-US,ja-JP,203061,重巡,Heavy Cruiser,皇家,Royal Navy,,,多塞特郡,,
ナナ・アスタ・デビルーク,Nana Astar Deviluke,en-US,ja-JP,900474,驱逐,Destroyer,联动阵营,Collab,,,娜娜·阿丝达·戴比路克,,
ナポリ,Napoli,en-US,ja-JP,699021,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,那不勒斯,,
ニコラス,Nicholas,en-US,ja-JP,101311,驱逐,Destroyer,白鹰,Eagle Union,,,尼古拉斯,,
ニコロソ・ダ・レッコ,Nicoloso da Recco,en-US,ja-JP,601061,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,尼科洛索·达雷科,,
ニュルンベルク,Nürnberg,en-US,ja-JP,402051,轻巡,Light Cruiser,铁血,Iron Blood,,,纽伦堡,诺菈,
ニューオリンズ,New Orleans,en-US,ja-JP,103121,重巡,Heavy Cruiser,白鹰,Eagle Union,,,新奥尔良,,
ニューカッスル,Newcastle,en-US,ja-JP,202191,轻巡,Light Cruiser,皇家,Royal Navy,,,纽卡斯尔,,
ニュージャージー,New Jersey,en-US,ja-JP,105171,战列,Battleship,白鹰,Eagle Union,,,新泽西,花园,
ヌビアン,Nubian,en-US,ja-JP,201371,驱逐,Destroyer,皇家,Royal Navy,,,努比亚人,,
ネバダ,Nevada,en-US,ja-JP,105011,战列,Battleship,白鹰,Eagle Union,,,内华达,,
ネバダ(META),Nevada META,en-US,ja-JP,9705091,战列,Battleship,META,META,META,,内华达·META,,
ネプチューン,Neptune,en-US,ja-JP,299011,轻巡,Light Cruiser,皇家,Royal Navy,,,海王星,,
ネプテューヌ,Neptune,en-US,ja-JP,10100011,轻巡,Light Cruiser,联动阵营,Collab,,,涅普顿,,
ネルソン,Nelson,en-US,ja-JP,205031,战列,Battleship,皇家,Royal Navy,,,纳尔逊,,
ノワール,Noire,en-US,ja-JP,10100021,重巡,Heavy Cruiser,联动阵营,Collab,,,诺瓦露,,
ノーザンプトン,Northampton,en-US,ja-JP,103031,重巡,Heavy Cruiser,白鹰,Eagle Union,,,北安普敦,,
ノーザンプトンⅡ,Northampton II,en-US,ja-JP,103261,重巡,Heavy Cruiser,白鹰,Eagle Union,II型,,北安普敦II,,
ノースカロライナ,North Carolina,en-US,ja-JP,105121,战列,Battleship,白鹰,Eagle Union,,,北卡罗来纳,,
ノーチラス,Nautilus,en-US,ja-JP,108071,潜艇,Submarine,白鹰,Eagle Union,,,鹦鹉螺,,
ノーフォーク,Norfolk,en-US,ja-JP,203051,重巡,Heavy Cruiser,皇家,Royal Navy,,,诺福克,,
ハウ,Howe,en-US,ja-JP,205091,战列,Battleship,皇家,Royal Navy,,,豪,,
ハウデン・リーウ,Gouden Leeuw,en-US,ja-JP,900943,重巡,Heavy Cruiser,郁金王国,Kingdom of Tulipa,,,金狮,,
ハムマン,Hammann,en-US,ja-JP,101251,驱逐,Destroyer,白鹰,Eagle Union,,,哈曼,,
ハムマンⅡ,Hammann II,en-US,ja-JP,101501,驱逐,Destroyer,白鹰,Eagle Union,II型,,哈曼II,,
ハルゼー・パウエル,Halsey Powell,en-US,ja-JP,101431,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔西·鲍威尔,,
ハルビン,Harbin,en-US,ja-JP,599011,轻巡,Light Cruiser,东煌,Dragon Empery,,,哈尔滨,滨江,
ハルフォード,Halford,en-US,ja-JP,199051,驱逐,Destroyer,白鹰,Eagle Union,,,哈尔福德,,
ハンター,Hunter,en-US,ja-JP,201201,驱逐,Destroyer,皇家,Royal Navy,,,猎人,,
ハンター(META),Hunter META,en-US,ja-JP,9701011,驱逐,Destroyer,META,META,META,,猎人·META,,
ハーディ,Hardy,en-US,ja-JP,201161,驱逐,Destroyer,皇家,Royal Navy,,,勇敢,,
ハーマイオニー,Hermione,en-US,ja-JP,202271,轻巡,Light Cruiser,皇家,Royal Navy,,,赫敏,,
ハーミーズ,Hermes,en-US,ja-JP,206011,轻航,Light Carrier,皇家,Royal Navy,,,竞技神,,
バターン,Bataan,en-US,ja-JP,107291,轻航,Light Carrier,白鹰,Eagle Union,,,巴丹,,
バッチ,Bache,en-US,ja-JP,101351,驱逐,Destroyer,白鹰,Eagle Union,,,贝奇,,
バヤール,Bayard,en-US,ja-JP,899041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,贝亚德,,
バルトロメオ・コレオーニ,Bartolomeo Colleoni,en-US,ja-JP,602031,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,巴托洛梅奥·科莱奥尼,,
バンカー・ヒル,Bunker Hill,en-US,ja-JP,107171,正航,Aircraft Carrier,白鹰,Eagle Union,,,邦克山,,
バーミンガム,Birmingham,en-US,ja-JP,102231,轻巡,Light Cruiser,白鹰,Eagle Union,,,伯明翰,,
パサデナ,Pasadena,en-US,ja-JP,102351,轻巡,Light Cruiser,白鹰,Eagle Union,,,帕萨迪纳,,
パティ,Patty,en-US,ja-JP,10600141,潜艇,Submarine,联动阵营,Collab,,,派蒂,,
パトリツィア・アーベルハイム,Patricia Abelheim,en-US,ja-JP,10900031,战列,Battleship,联动阵营,Collab,,,帕特莉夏·阿贝尔海姆,,
パンルヴェ,Painlevé,en-US,ja-JP,807021,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,,伴尔维,,
パーシュース,Perseus,en-US,ja-JP,206061,轻航,Light Carrier,皇家,Royal Navy,,,英仙座,,
パープルハート,Purple Heart,en-US,ja-JP,10100051,轻巡,Light Cruiser,联动阵营,Collab,,,绀紫之心,,
パーミャチ・メルクーリヤ,Pamiat' Merkuria,en-US,ja-JP,702021,轻巡,Light Cruiser,北方联合,Northern Parliament,,,水星纪念,,
パーミャチ・メルクーリヤ(META),Pamiat' Merkuria META,en-US,ja-JP,9702071,轻巡,Light Cruiser,META,META,META,,水星纪念·META,,
パール,Pearl,en-US,ja-JP,9600141,风帆,Sailing Frigate,飓风船团,Tempesta,,,珍珠号,,
ヒューストン,Houston,en-US,ja-JP,103051,重巡,Heavy Cruiser,白鹰,Eagle Union,,,休斯敦,,
ヒューストンⅡ,Houston II,en-US,ja-JP,102311,轻巡,Light Cruiser,白鹰,Eagle Union,II型,,休斯敦II,,
ヒンデンブルク,Hindenburg,en-US,ja-JP,499091,重巡,Heavy Cruiser,铁血,Iron Blood,,,兴登堡,希尔德加德,
ヒーロー,Hero,en-US,ja-JP,201361,驱逐,Destroyer,皇家,Royal Navy,,,英雄,,
ビスマルク,Bismarck,en-US,ja-JP,405011,战列,Battleship,铁血,Iron Blood,,,俾斯麦,奥德莉亚,
ビスマルクZwei,Bismarck Zwei,en-US,ja-JP,405051,战列,Battleship,铁血,Iron Blood,,,俾斯麦Zwei,奥德莉亚Zwei,
ビロクシ,Biloxi,en-US,ja-JP,102251,轻巡,Light Cruiser,白鹰,Eagle Union,,,比洛克西,,
ビーグル,Beagle,en-US,ja-JP,201061,驱逐,Destroyer,皇家,Royal Navy,,,小猎兔犬,,
ピッツバーグ,Pittsburgh,en-US,ja-JP,103281,重巡,Heavy Cruiser,白鹰,Eagle Union,,,匹兹堡,,
ファンシー,Fancy,en-US,ja-JP,9600081,风帆,Sailing Frigate,飓风船团,Tempesta,,,幻想号,,
ファーゴ,Fargo,en-US,ja-JP,102331,轻巡,Light Cruiser,白鹰,Eagle Union,,,法戈,,
フィジー,Fiji,en-US,ja-JP,202161,轻巡,Light Cruiser,皇家,Royal Navy,,,斐济,,
フィリックス・シュルツ,Felix Schultz,en-US,ja-JP,499081,驱逐,Destroyer,铁血,Iron Blood,,,菲利克斯·舒尔茨,弗郎西斯卡·舒伯特,
フェニックス,Phoenix,en-US,ja-JP,102041,轻巡,Light Cruiser,白鹰,Eagle Union,,,菲尼克斯,,
フォックスハウンド,Foxhound,en-US,ja-JP,201111,驱逐,Destroyer,皇家,Royal Navy,,,狐提,,
フォッシュ,Foch,en-US,ja-JP,903011,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,福煦,,
フォッシュ(META),Foch META,en-US,ja-JP,9703031,重巡,Heavy Cruiser,META,META,META,,福煦·META,,
フォルバン,Forbin,en-US,ja-JP,801021,驱逐,Destroyer,自由鸢尾,Iris Libre,,,福尔班,,
フォーチュン,Fortune,en-US,ja-JP,201121,驱逐,Destroyer,皇家,Royal Navy,,,命运女神,,
フォーチュン(META),Fortune META,en-US,ja-JP,9701021,驱逐,Destroyer,META,META,META,,命运女神·META,,
フォーミダブル,Formidable,en-US,ja-JP,207051,正航,Aircraft Carrier,皇家,Royal Navy,,,可畏,,
フォーミダブル(μ兵装),Formidable μ,en-US,ja-JP,207141,正航,Aircraft Carrier,皇家,Royal Navy,μ兵装,,可畏(μ兵装),,
フッド,Hood,en-US,ja-JP,204031,战巡,Battlecruiser,皇家,Royal Navy,,,胡德,,
フラッシャー,Flasher,en-US,ja-JP,108081,潜艇,Submarine,白鹰,Eagle Union,,,松鲷,,
フランクリン,Franklin,en-US,ja-JP,107131,正航,Aircraft Carrier,白鹰,Eagle Union,,,富兰克林,,
フランチェスコ・カラッチョロ,Francesco Caracciolo,en-US,ja-JP,605091,战列,Battleship,撒丁帝国,Sardegna Empire,,,弗朗西斯科·卡拉乔洛,,
フランドル,Flandre,en-US,ja-JP,900398,超巡,Large Cruiser,维希教廷,Vichya Dominion,,,弗兰德尔,,
フリッツ・ルメイ,Fritz Rumey,en-US,ja-JP,407041,正航,Aircraft Carrier,铁血,Iron Blood,,,弗里茨·鲁梅,菲莉西娅·鲁梅,
フリードリヒちゃん,Little Friedrich,en-US,ja-JP,405061,战列,Battleship,铁血,Iron Blood,,,小腓特烈,小腓德雷卡,
フリードリヒ・カール,Friedrich Carl,en-US,ja-JP,403141,重巡,Heavy Cruiser,铁血,Iron Blood,,,腓特烈·卡尔,腓德雷卡·卡尔,
フリードリヒ・デア・グローセ,Friedrich der Große,en-US,ja-JP,499021,战列,Battleship,铁血,Iron Blood,,,腓特烈大帝,腓德雷卡大帝,
フルーレ,Fleuret,en-US,ja-JP,901051,驱逐,Destroyer,维希教廷,Vichya Dominion,,,花剑,,
フレッチャー,Fletcher,en-US,ja-JP,101091,驱逐,Destroyer,白鹰,Eagle Union,,,弗莱彻,,
フート,Foote,en-US,ja-JP,101141,驱逐,Destroyer,白鹰,Eagle Union,,,富特,,
ブッシュ,Bush,en-US,ja-JP,101331,驱逐,Destroyer,白鹰,Eagle Union,,,布什,,
ブラックハート,Black Heart,en-US,ja-JP,10100061,重巡,Heavy Cruiser,联动阵营,Collab,,,圣黑之心,,
ブラック・プリンス,Black Prince,en-US,ja-JP,202241,轻巡,Light Cruiser,皇家,Royal Navy,,,黑太子,,
ブラン,Blanc,en-US,ja-JP,900076,驱逐,Destroyer,联动阵营,Collab,,,布兰,,
ブリストル,Bristol,en-US,ja-JP,101491,驱逐,Destroyer,白鹰,Eagle Union,,,布里斯托尔,,
ブリュッヒャー,Blücher,en-US,ja-JP,403021,重巡,Heavy Cruiser,铁血,Iron Blood,,,布吕歇尔,布丽吉特,
ブリュンヒルデ,Brünhilde,en-US,ja-JP,404051,战巡,Battlecruiser,铁血,Iron Blood,,,布伦希尔德,贝尔莎,
ブルックリン,Brooklyn,en-US,ja-JP,102031,轻巡,Light Cruiser,白鹰,Eagle Union,,,布鲁克林,,
ブルドッグ,Bulldog,en-US,ja-JP,201071,驱逐,Destroyer,皇家,Royal Navy,,,大斗犬,,
ブルーギル,Bluegill,en-US,ja-JP,108041,潜艇,Submarine,白鹰,Eagle Union,,,蓝鳃鱼,,
ブレスト,Brest,en-US,ja-JP,899031,超巡,Large Cruiser,自由鸢尾,Iris Libre,,,布雷斯特,,
ブレマートン,Bremerton,en-US,ja-JP,103241,重巡,Heavy Cruiser,白鹰,Eagle Union,,,布莱默顿,,
ブレンヌス,Brennus,en-US,ja-JP,803021,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,布伦努斯,,
プリマス,Plymouth,en-US,ja-JP,299051,轻巡,Light Cruiser,皇家,Royal Navy,,,普利茅斯,,
プリンストン,Princeton,en-US,ja-JP,107231,轻航,Light Carrier,白鹰,Eagle Union,,,普林斯顿,,
プリンストン(META),Princeton META,en-US,ja-JP,9706031,轻航,Light Carrier,META,META,META,,普林斯顿·META,,
プリンス・オブ・ウェールズ,Prince of Wales,en-US,ja-JP,205061,战列,Battleship,皇家,Royal Navy,,,威尔士亲王,,
プリンツ・アーダルベルト,Prinz Adalbert,en-US,ja-JP,403101,重巡,Heavy Cruiser,铁血,Iron Blood,,,阿达尔伯特亲王,阿德莉娅亲王,
プリンツ・オイゲン,Prinz Eugen,en-US,ja-JP,403031,重巡,Heavy Cruiser,铁血,Iron Blood,,,欧根亲王,萨沃伊亲王,
プリンツ・オイゲン(μ兵装),Prinz Eugen μ,en-US,ja-JP,403151,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,,欧根亲王(μ兵装),萨沃伊亲王(μ兵装),
プリンツ・オイゲンちゃん,Little Prinz Eugen,en-US,ja-JP,403121,重巡,Heavy Cruiser,铁血,Iron Blood,,,小欧根,小萨沃伊,
プリンツ・ハインリヒ,Prinz Heinrich,en-US,ja-JP,403091,重巡,Heavy Cruiser,铁血,Iron Blood,,,海因里希亲王,赫莉米娜亲王,
プリンツ・ループレヒト,Prinz Rupprecht,en-US,ja-JP,499071,战巡,Battlecruiser,铁血,Iron Blood,,,鲁普雷希特亲王,蕾贝卡亲王,
ヘイゼルウッド,Hazelwood,en-US,ja-JP,101341,驱逐,Destroyer,白鹰,Eagle Union,,,黑泽伍德,,
ヘスティア,Hestia,en-US,ja-JP,11400011,维修,Repair,联动阵营,Collab,,,赫斯缇雅,,
ヘリング,Herring,en-US,ja-JP,108091,潜艇,Submarine,白鹰,Eagle Union,,,鲱鱼,,
ヘレナ,Helena,en-US,ja-JP,102051,轻巡,Light Cruiser,白鹰,Eagle Union,,,海伦娜,,
ヘレナ(META),Helena META,en-US,ja-JP,9702011,轻巡,Light Cruiser,META,META,META,,海伦娜·META,,
ベアルン,Béarn,en-US,ja-JP,807011,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,,贝亚恩,,
