category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
04_story_title,剧情标题,MomoTalk.10004.150,暖阳,暖かい陽射し,溫暖的陽光,Warm Sunshine,따뜻한 햇볕의,แสงแดดที่อบอุ่น,momotalk/10004.yml
04_story_title,剧情标题,MomoTalk.10004.151,有些神秘的夜晚,どこか神秘的な夜,某個神秘的夜晚,A Strange Night,어쩐지 신비한 밤,ค่ำคืนที่แสนลึกลับ,momotalk/10004.yml
04_story_title,剧情标题,MomoTalk.10004.152,戴于左臂的臂章,左腕にのしかかる腕章,,,결코 가볍지 않은 무게,,momotalk/10004.yml
04_story_title,剧情标题,MomoTalk.10005.153,沉睡的鲸鱼,眠る鯨,沉睡的鯨魚,The Sleeping Whale,잠자는 고래,วาฬที่หลับใหล,momotalk/10005.yml
04_story_title,剧情标题,MomoTalk.10005.154,懒人的早晨,怠け者の朝,懶惰蟲的早晨,A Lazy Morning,게으름뱅이의 아침,เช้าที่สดใสของจอมขี้เกียจ,momotalk/10005.yml
04_story_title,剧情标题,MomoTalk.10005.155,微弱但依然闪耀着,うっすらだけど輝いてる,雖然隱約，但是耀眼,Faint Light,희미하지만 빛나는,แม้จะดูเลือนรางแต่ก็เปล่งประกาย,momotalk/10005.yml
04_story_title,剧情标题,MomoTalk.10005.156,深夜里的巡逻,真夜中のパトロール,深夜的巡邏,Midnight Ranger,한밤중의 순찰자,กองลาดตระเวนยามราตรี,momotalk/10005.yml
04_story_title,剧情标题,MomoTalk.10005.157,抓住幸运的方法,幸運を掴む方法,抓住幸運的方法,How to Seize Luck,행운을 잡는 법,วิธีทำให้พบกับความโชคดี,momotalk/10005.yml
04_story_title,剧情标题,MomoTalk.10005.158,水族馆！,アクアリウム！,海生館！,A Day at the Aquarium!,아쿠아리움!,อควาเรียม!,momotalk/10005.yml
04_story_title,剧情标题,MomoTalk.10005.159,随处入梦券,どこでも入場券,,,어디서든 입장권,,momotalk/10005.yml
04_story_title,剧情标题,MomoTalk.10006.160,她的误解,彼女の誤解,她的誤會,A Big Misunderstanding,그녀의 오해,ความเข้าใจผิดของเด็กสาวคนนั้น,momotalk/10006.yml
04_story_title,剧情标题,MomoTalk.10006.161,校园中的休息,校庭での休憩,於中庭的休息,Resting on Campus,교정에서의 휴식,การพักผ่อนในสนามโรงเรียน,momotalk/10006.yml
04_story_title,剧情标题,MomoTalk.10006.162,秘密交易,秘密の取引,秘密交易,A Secret Trade,비밀스러운 거래,การแลกเปลี่ยนที่เป็นความลับ,momotalk/10006.yml
04_story_title,剧情标题,MomoTalk.10006.163,温柔的治疗,優しい治療,溫柔的治療,Tender Treatment,상냥한 치료,การรักษาที่อ่อนโยน,momotalk/10006.yml
04_story_title,剧情标题,MomoTalk.10006.164,老师的误解,先生の誤解,老師的誤會,Sensei's Misunderstanding,선생의 오해,ความเข้าใจผิดของคุณครู,momotalk/10006.yml
04_story_title,剧情标题,MomoTalk.10007.165,模范市民,模範的な市民,模範市民,An Exemplary Citizen,모범 시민,พลเมืองดีเด่น,momotalk/10007.yml
04_story_title,剧情标题,MomoTalk.10007.166,可疑的入侵,怪しいハッキング,可疑的入侵,Suspicious Hacking,수상한 해킹,แฮ็กเกอร์ที่ดูลึกลับ,momotalk/10007.yml
04_story_title,剧情标题,MomoTalk.10007.167,笨蛋和天才只有一步之遥,バカと天才は紙一重,天才與笨蛋只有一線之隔,Brilliant or Brainless,천재와 바보는 종이 한 장 차이,เส้นกั้นบางๆ ระหว่างอัจฉริยะและคนบื้อ,momotalk/10007.yml
04_story_title,剧情标题,MomoTalk.10007.168,美化活动,美化活動,美化活動,Aesthetic Maintenance,미화 정비,รักษาสุนทรียศาสตร์,momotalk/10007.yml
04_story_title,剧情标题,MomoTalk.10007.169,永远的回忆,永遠の思い出,永遠的回憶,Everlasting Memories,영원한 추억,ความทรงจำที่ไม่เคยเลือนราง,momotalk/10007.yml
04_story_title,剧情标题,MomoTalk.10008.170,早晨，女仆，清扫！,朝、メイド、掃除！,早晨、女僕、打掃！,Morning Maid Cleaning!,"아침, 메이드, 청소!",สาวใช้กับการทำความสะอาดในตอนเช้า,momotalk/10008.yml
04_story_title,剧情标题,MomoTalk.10008.171,探望尼禄,ネルへのお見舞い,探望寧瑠,Visiting Sick Neru,네루에게 병문안,ไปเยี่ยมไข้เนรุ,momotalk/10008.yml
04_story_title,剧情标题,MomoTalk.10008.172,尼禄的探望,ネルのお見舞い,寧瑠的探望,Neru's Visit,네루의 병문안,การเยี่ยมไข้ของเนรุ,momotalk/10008.yml
04_story_title,剧情标题,MomoTalk.10008.173,迟到大混乱,遅刻大騒動,遲到大騷動,Tardiness Trouble,지각 대소동,เข้าเรียนสาย,momotalk/10008.yml
04_story_title,剧情标题,MomoTalk.10008.174,在那闪耀的夜晚,輝く夜に,閃耀的黑夜,Shining Night,빛나는 밤,ค่ำคืนที่ดาวระยิบระยับ,momotalk/10008.yml
04_story_title,剧情标题,MomoTalk.10008.175,穿棒球夹克的理由,スカジャンの理由,穿絲卡將的理由,Why She Wears The Bomber Jacket,스카잔을 입는 이유,เหตุผลที่ใส่ซูคาจัน,momotalk/10008.yml
04_story_title,剧情标题,MomoTalk.10009.176,让料理更加美味的方法,すっごく美味しくなる方法,變得很美味的方法,Peak Enjoyment,음식을 더욱 맛있게 먹는 법,วิธีกินอาหารให้อร่อยขึ้นกว่าเดิม,momotalk/10009.yml
04_story_title,剧情标题,MomoTalk.10009.177,美味的布丁,美味しいプリン,美味的布丁,A Tale of Delicious Pudding,맛있는 푸딩 이야기,เรื่องราวของพุดดิ้งแสนอร่อย,momotalk/10009.yml
04_story_title,剧情标题,MomoTalk.10009.178,下意识地,ついつい,不知不覺,Mouthwatering Treats,나도 모르게 한 입!,ดันเผลอชิมโดยไม่รู้ตัว!,momotalk/10009.yml
04_story_title,剧情标题,MomoTalk.10009.179,热狗日,ホットドッグデー,,,핫도그 데이,,momotalk/10009.yml
04_story_title,剧情标题,MomoTalk.10010.180,跑步机器,ランニングマシン,跑步機,Running Machine,러닝 머신,รันนิ่ง แมชชีน,momotalk/10010.yml
04_story_title,剧情标题,MomoTalk.10010.181,若即若离,僅かな距離,一點點的距離,Distancing,거리 두기,การรักษาระยะห่าง,momotalk/10010.yml
04_story_title,剧情标题,MomoTalk.10010.182,公路车,ロードバイク,公路自行車,Road Biking,로드 싸이클,การปั่นจักรยานถนน,momotalk/10010.yml
04_story_title,剧情标题,MomoTalk.10010.183,地铁,地下鉄,地鐵,The Subway,지하철,รถไฟใต้ดิน,momotalk/10010.yml
04_story_title,剧情标题,MomoTalk.10010.184,观察都市圈,都市部見学,都市參觀,Scoping Out the City,도시 관찰,การสังเกตการณ์ในเมือง,momotalk/10010.yml
04_story_title,剧情标题,MomoTalk.10010.185,个人面谈,個人面談,個人面談,Personal Counseling,개인 면담,การสัมภาษณ์แบบส่วนตัว,momotalk/10010.yml
04_story_title,剧情标题,MomoTalk.10010.186,有备无患？,備え有れば憂いなし？,有備無患？,Better Safe Than Sorry,유비무환?,กันไว้ดีกว่าแก้,momotalk/10010.yml
04_story_title,剧情标题,MomoTalk.10011.187,点心时间,おやつの時間,點心時間,Snack Time,간식 시간,เวลาของว่าง,momotalk/10011.yml
04_story_title,剧情标题,MomoTalk.10011.188,饭后要好好刷牙,食事の後は、綺麗に歯磨き,用餐之後，要把牙齒刷乾淨,Brush After Every Meal,식사 후에는 깨끗이 양치를,ต้องแปรงฟันให้สะอาดหลังจากกินอาหารเสร็จ,momotalk/10011.yml
04_story_title,剧情标题,MomoTalk.10011.189,还没到那个年纪！,まだそんな歳ではありません！,還沒到那把年紀！,I'm Not Old!,나이 들지 않았는걸!,ยังไม่แก่สักหน่อย!,momotalk/10011.yml
04_story_title,剧情标题,MomoTalk.10011.190,举高高～,たかいたかーい,飛高高,Higher and Higher,높게 높게,สูงอีก สูงอีก!,momotalk/10011.yml
04_story_title,剧情标题,MomoTalk.10011.191,挑选礼物,プレゼント選び,挑選禮物,Choosing Gifts,선물 고르기,เลือกของขวัญ,momotalk/10011.yml
04_story_title,剧情标题,MomoTalk.10011.192,午后的甜蜜小憩,午後過ぎの甘いお昼寝,正午過後的甜美午睡,Sweet Afternoon Nap,달콤한 오후의 낮잠,เวลาพักงีบยามบ่าย,momotalk/10011.yml
04_story_title,剧情标题,MomoTalk.10012.193,教练登场！,トレーナー参上！,指導員參上！,The Trainer Appears!,트레이너 등장!,เทรนเนอร์ปรากฎตัว!,momotalk/10012.yml
04_story_title,剧情标题,MomoTalk.10012.194,与教练一同,トレーナーと共に,和指導員一起,My Trainer and Me,트레이너와 함께,ไปด้วยกันกับเทรนเนอร์,momotalk/10012.yml
04_story_title,剧情标题,MomoTalk.10012.195,教练也一起,トレーナーも一緒に,指導員也一起,Quality Time with Trainer,트레이너도 함께,ไปด้วยกันกับเทรนเนอร์,momotalk/10012.yml
04_story_title,剧情标题,MomoTalk.10012.196,约会,デート,約會,A Date with Trainer,트레이너와 데이트,เดตแสนหวานกับเทรนเนอร์,momotalk/10012.yml
04_story_title,剧情标题,MomoTalk.10012.197,教练的极限,トレーナーの限界,,,트레이너의 한계,,momotalk/10012.yml
04_story_title,剧情标题,MomoTalk.10013.198,重要的是距离感！,大事なのは距離感！,距離感很重要！,Distance Is the Key!,거리감이 중요해!,ระยะทางสำคัญมากนะ!,momotalk/10013.yml
04_story_title,剧情标题,MomoTalk.10013.199,自拍的世界,自撮りの世界,自拍的世界,The World of Selfies,셀카의 세계,โลกแห่งการถ่ายภาพเซลฟี่,momotalk/10013.yml
04_story_title,剧情标题,MomoTalk.10013.200,大人的约会,大人のデート,大人的約會,A Grown-Up Date,어른의 데이트,การเดตของผู้ใหญ่,momotalk/10013.yml
04_story_title,剧情标题,MomoTalk.10013.201,特别的箱子,特別な箱,特別的箱子,A Special Chest,특별한 상자,กล่องแสนพิเศษ,momotalk/10013.yml
04_story_title,剧情标题,MomoTalk.10014.202,于是泉奈就开始尾随,そしてイズナは尾行する,於是伊樹菜開始跟蹤,Izuna's Tailing Technique,그래서 이즈나는 미행한다.,อิซุนะสะกดรอยตาม,momotalk/10014.yml
04_story_title,剧情标题,MomoTalk.10014.203,于是泉奈就开始护卫,そしてイズナは護衛する,於是伊樹菜開始護衛,Izuna's Protection Technique,그래서 이즈나는 호위한다.,อิซุนะเดินไปเป็นเพื่อน,momotalk/10014.yml
04_story_title,剧情标题,MomoTalk.10014.204,于是泉奈就喜欢上了,そしてイズナは好きになる,於是伊樹菜開始喜歡,What Izuna Likes,그래서 이즈나는 좋아한다.,เพราะแบบนั้นอิซุนะจึงรู้สึกดี,momotalk/10014.yml
04_story_title,剧情标题,MomoTalk.10014.205,与主公相为伴的当下,一緒にいられるこの今を,能共處時光的這個瞬間,Together with My Lord,주군과 함께 있는 지금을.,ช่วงเวลานี้ที่ได้อยู่กับนายท่าน,momotalk/10014.yml
04_story_title,剧情标题,MomoTalk.10015.206,Aris Quest～冒险的开始～,アリスクエスト～冒険の始まり～,愛麗絲任務～冒險的開始～,Aris Quest: The Adventure Begins,아리스 퀘스트 ~모험의 시작~,อาริสึเควส ~ จุดเริ่มต้นการผจญภัย ~,momotalk/10015.yml
04_story_title,剧情标题,MomoTalk.10015.207,Aris Quest～接着成为传说～,アリスクエスト～そして伝説へ～,愛麗絲任務～接著成為傳說～,Aris Quest: To Become a Legend,아리스 퀘스트 ~그리고 전설로~,อาริสึเควส ~ มุ่งสู่ตำนาน~,momotalk/10015.yml
04_story_title,剧情标题,MomoTalk.10015.208,爱丽丝的选择,アリスの選択,愛麗絲的選擇,Aris' Choice,아리스의 선택,การเลือกของอาริสึ,momotalk/10015.yml
04_story_title,剧情标题,MomoTalk.10015.209,猫与爱丽丝,猫とアリス,貓與愛麗絲,The Cat and Aris,고양이와 아리스,น้องเหมียวกับอาริสึ,momotalk/10015.yml
04_story_title,剧情标题,MomoTalk.10015.210,爱丽丝的魔法,アリスの魔法,愛麗絲的魔法,Aris' Magic,아리스의 마법,เวทมนตร์ของอาริสึ,momotalk/10015.yml
